,id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,geo_groups,MedHouseVal
8000,45137,0.949,28,3.967741935483871,1.185483870967742,1133,3.653225806451613,34.06,-118.27,27,1.4531733
8001,45138,3.2284,22,4.776699029126213,1.051150895140665,1793,2.1067961165048543,34.15,-118.44,14,3.4440138
8002,45139,2.8348,6,4.5443645083932855,1.0167865707434052,2539,2.544364508393285,34.04,-117.66,24,1.4147409
8003,45140,1.875,15,4.8,1.16,108,3.48,32.75,-117.17,23,1.9375983
8004,45141,6.0357,16,5.439024390243902,1.381213389121338,520,1.9878048780487805,34.05,-118.46,27,3.5828748
8005,45142,3.0241,10,5.413105413105413,1.023076923076923,897,3.273846153846154,40.63,-122.17,13,0.8471047
8006,45143,4.025,8,5.478935698447893,1.0373027259684362,728,2.345505617977528,37.41,-122.07,26,2.1361315
8007,45144,3.3275,26,4.576923076923077,0.9572649572649572,1694,2.423076923076923,37.66,-121.79,20,1.753982
8008,45145,1.7464,23,3.936920222634509,1.031152647975078,2585,2.832851985559565,40.61,-122.36,13,0.7909674
8009,45146,2.1563,21,6.654708520179372,1.1417085427135678,1343,2.6572668112798263,36.94,-120.08,0,0.8868669
8010,45147,1.8176,18,4.3393258426966295,1.0,1301,3.0620689655172413,39.17,-120.1,25,0.6708552
8011,45148,3.7708,46,4.071428571428571,1.0246478873239435,1241,2.3132530120481927,33.76,-117.88,24,1.7908065
8012,45149,2.4828,21,3.3538205980066444,1.079136690647482,1883,2.842201834862385,34.1,-117.75,24,0.96899086
8013,45150,1.9063,46,5.451371571072319,1.0663033605812895,543,1.3231946902654896,32.72,-117.13,23,1.9313908
8014,45151,2.8007,22,4.221843003412969,1.1166965888689409,776,2.6497005988023954,34.02,-117.51,8,1.0862105
8015,45152,3.1484,30,3.96635262449529,1.0938014262205156,1660,1.915611814345992,34.17,-118.38,14,2.7218382
8016,45153,1.1868,24,4.712328767123288,1.039274924471299,1478,2.802950474183351,40.77,-122.64,13,0.77960014
8017,45154,4.1563,8,6.229885057471264,1.1011764705882352,1238,3.0434782608695654,33.67,-117.99,24,1.7085116
8018,45155,3.3897,33,5.376395534290271,1.0642201834862386,2917,3.098966026587888,32.72,-117.05,23,1.4444344
8019,45156,3.625,23,7.370165745856354,1.569060773480663,559,2.425988700564972,35.39,-118.82,9,1.7586919
8020,45157,3.6161,5,4.474820143884892,1.287769784172662,1057,2.194244604316547,35.33,-119.05,9,2.1935344
8021,45158,2.7306,17,4.76948051948052,1.14123006833713,958,2.170967741935484,37.2,-121.7,26,1.1844467
8022,45159,6.6125,6,6.569451309935739,1.0122324159021407,1298,3.432914046121593,37.88,-121.68,20,2.625276
8023,45160,5.2374,52,4.925233644859831,1.0,735,2.63768115942029,34.14,-118.2,1,2.1141753
8024,45161,4.1382,29,5.517515923566879,1.025706940874036,1462,2.750993377483444,34.08,-117.92,1,1.9915973
8025,45162,2.9318,52,4.376021798365122,1.0,733,1.818355640535373,37.3,-121.92,26,3.1629484
8026,45163,7.7116,24,7.6875,1.042763157894737,1831,3.75,33.89,-117.92,24,3.6799135
8027,45164,3.233,24,5.252918287937743,1.0311284046692606,1251,4.867704280155642,34.06,-117.98,1,1.6946925
8028,45165,2.9974,17,3.896039603960396,0.987012987012987,1540,2.811881188118812,34.21,-118.5,14,1.8528984
8029,45166,2.9643,26,5.5727969348659006,1.0564784053156149,1005,3.186335403726708,38.66,-121.37,5,1.0582721
8030,45167,2.3769,19,4.272030651340996,1.0306513409961686,793,1.6677989130434785,38.68,-121.77,5,1.1979278
8031,45168,5.0497,23,5.454545454545454,1.0668103448275863,1379,2.352678571428572,33.87,-118.37,27,2.6379836
8032,45169,3.5,13,6.658385093167702,1.1123919308357348,1340,2.4135702746365104,39.72,-121.88,3,1.1069621
8033,45170,1.6156,18,4.890675241157556,1.0289389067524115,1118,2.948805460750854,40.52,-120.54,25,0.80759805
8034,45171,1.3302,50,2.835214446952517,0.9769452449567724,1550,4.176848874598071,36.72,-119.77,0,2.1074922
8035,45172,3.9856,36,5.662650602409639,1.0991379310344829,1769,4.699619771863118,33.92,-118.05,1,1.6879224
8036,45173,3.0,34,4.117370892018779,1.0279187817258884,2356,3.0394574599260173,33.94,-118.21,1,1.4359885
8037,45174,1.8654,19,5.276053215077606,1.0791896869244937,3107,2.488822652757079,36.4,-119.1,0,0.5986189
8038,45175,1.4167,31,5.251325536062378,1.033428844317297,1405,3.1530944625407167,32.79,-117.22,23,0.9308903
8039,45176,3.2031,36,5.081585081585081,1.0662100456621004,1049,2.0045662100456623,38.6,-121.42,5,1.095587
8040,45177,1.8519,22,4.7565445026178015,0.9773901437371696,761,2.8975265017667846,33.94,-116.97,8,0.74771434
8041,45178,6.6079,24,6.551532033426184,1.0,930,3.078838174273859,33.54,-117.66,24,2.6020381
8042,45179,1.5427,7,4.556962025316456,1.0791139240506329,2229,2.310850335570469,38.51,-121.45,5,1.0059531
8043,45180,1.2532,38,3.652857142857143,0.925,806,3.55,32.7,-117.11,23,0.84776837
8044,45181,5.1769,35,5.738589210526316,1.0190217391304348,1448,2.0790697674418603,37.76,-122.45,11,3.7288558
8045,45182,3.6563,46,5.628930817610063,1.031496062992126,667,3.4881889763779528,34.17,-118.14,1,1.789668
8046,45183,1.0375,24,1.823361823361824,1.23963133640553,1030,3.441025641025641,33.77,-118.18,1,2.1437032
8047,45184,3.058,34,4.808172043010753,1.0268817204301075,793,2.454301075268817,35.35,-119.01,9,1.0079027
8048,45185,4.0432,15,5.819182389937107,1.041625371655104,5546,3.503067484662577,37.76,-122.46,11,2.2715402
8049,45186,2.0833,41,4.63728323699422,1.079601990049751,1068,3.717325227963526,33.93,-118.19,1,1.3593372
8050,45187,3.0349,31,4.293413173652695,1.0692464358452138,1410,1.8519040902684565,34.05,-118.38,27,2.8341928
8051,45188,2.2075,16,3.8372093023255816,0.9513274336283186,1504,2.1327433628318584,32.61,-117.09,23,1.411871
8052,45189,8.0427,42,6.125,1.0555555555555556,1175,2.5,33.74,-118.34,27,4.704676
8053,45190,3.9485,18,5.760299625468165,1.0148698884758365,706,2.7340823970037453,38.68,-121.25,5,1.1881604
8054,45191,3.2338,25,3.4507042253521125,1.1229050279329609,610,2.3493975903614457,34.04,-118.48,27,3.0107913
8055,45192,2.5739,12,4.9375,1.0484375,7249,2.053240740740741,38.47,-121.42,5,1.262765
8056,45193,2.5363,44,2.929411764705882,1.0238970588235294,2967,3.1838235294117645,34.08,-118.26,27,1.5245438
8057,45194,3.4514,28,3.881818181818182,1.0,411,3.06787878787282,33.78,-117.92,24,1.7952886
8058,45195,1.2344,19,2.737209302325581,1.0465116279069768,1986,3.5651162790697675,33.66,-116.49,18,0.7062999
8059,45196,3.6728,22,4.956386292834891,1.006514657980456,1655,2.612770339855819,37.96,-122.07,19,1.6678619
8060,45197,1.7372,43,4.622478386167147,1.059961315280464,1604,3.8866995073891615,37.8,-122.25,2,0.6889682
8061,45198,4.4,25,4.584586466165414,1.0772532188841202,1806,2.1823308270676693,33.8,-117.93,24,2.5824738
8062,45199,7.9767,52,8.169811320754716,1.018867924528302,153,2.3773584905660377,37.79,-122.47,11,4.4991937
8063,45200,4.4904,28,5.3442088091354,1.0696517412935322,1404,2.7718631178707223,32.8,-117.19,23,2.711088
8064,45201,3.9583,12,5.832699619771863,1.0,728,2.7775947281713345,38.63,-121.31,5,1.8740995
8065,45202,3.5491,10,5.7227722772277225,1.168384879725086,1243,1.946162657502864,37.95,-122.05,19,1.4594647
8066,45203,1.7824,25,6.058011049723757,1.441988950276243,736,2.676795580110497,38.51,-121.45,5,0.7855606
8067,45204,2.1875,10,5.716814159292035,1.0582089552238807,1881,2.437810945273632,33.2,-117.29,4,1.1735078
8068,45205,3.8625,35,5.412413793103449,1.0172413793103448,844,2.9686274509803923,33.87,-118.27,27,1.8176026
8069,45206,3.9659,14,5.518900343642612,0.9678111587982832,733,2.518900343642612,38.44,-122.72,22,2.1228478
8070,45207,2.1397,19,3.658362989323843,1.1177884615384617,1639,1.8940217391304348,33.19,-117.28,4,1.6378183
8071,45208,7.0844,27,9.0,1.3454545454545457,672,2.833333333333333,37.93,-122.01,19,3.7521634
8072,45209,3.7105,33,5.059859154929577,1.102880658436214,1016,3.047887323943662,35.35,-118.99,9,1.0299785
8073,45210,1.8015,43,4.418952618453865,1.0544747081712065,1175,3.93859649122807,35.37,-119.02,9,0.51252276
8074,45211,4.7083,52,5.078387096774194,1.0783870967741935,1169,2.718283582089552,34.11,-118.35,27,3.5180156
8075,45212,1.8295,19,3.2033898305084745,1.0529661016949152,1818,2.922033898305085,37.39,-120.95,10,1.5146152
8076,45213,4.89,37,5.737430167597766,1.0184426229508197,1884,2.8876404494382024,37.52,-122.29,2,2.8947082
8077,45214,4.2955,20,5.854368932038835,1.005639097744361,1135,3.056338028169014,34.1,-117.71,24,1.3414757
8078,45215,4.0911,41,4.344262295081967,1.044578313253012,1544,2.096698113207548,34.13,-118.34,14,4.6169367
8079,45216,4.4474,23,5.406698564593301,1.0339805825242718,1299,2.748447204968944,32.64,-117.09,23,1.7209805
8080,45217,5.4858,22,6.013372956909361,1.0682226211849193,4336,2.79498861047836,37.88,-122.18,2,2.6532097
8081,45218,4.4792,25,4.467455621301776,1.059720457433291,1777,2.6520854526958293,37.3,-121.97,26,2.7404768
8082,45219,5.2999,26,6.135593220338983,0.9948453608247424,1354,2.254237288135593,38.57,-121.32,5,2.0494328
8083,45220,6.3258,34,6.662100456621004,1.0389610389610389,1462,2.796747967479675,33.86,-118.33,27,3.6394289
8084,45221,4.7069,19,6.550161812297735,1.1111111111111112,1248,2.8446601941747574,32.74,-116.98,23,2.6062346
8085,45222,3.4722,36,3.966292134831461,1.0,1607,1.634782608695652,37.39,-122.1,26,2.5734344
8086,45223,3.225,16,5.80252100840336,1.0965250965250966,614,2.4554455445544554,38.37,-122.01,19,1.5858636
8087,45224,3.7841,17,5.131212723658063,0.9920477137176938,6389,2.7335984095427435,38.55,-121.74,5,1.843082
8088,45225,3.6815,18,4.532258064516129,1.0725806451612905,2412,3.995983935742972,37.71,-122.07,20,2.000441
8089,45226,2.9,25,4.25,1.0994152046783623,1133,2.182926829268293,34.15,-118.45,14,2.9757957
8090,45227,3.7361,52,4.25,1.0534591194968554,1489,4.136200716845878,33.82,-118.27,27,1.981063
8091,45228,4.6312,25,5.689655172413793,1.0172413793103448,936,2.249433106575965,37.98,-122.1,19,2.4877846
8092,45229,2.6548,26,5.09453781512605,1.0677966101694916,649,3.2711864406779663,37.25,-121.0,10,0.9598321
8093,45230,3.1477,12,5.558320373250389,1.0674603174603174,2169,2.135303265940902,34.15,-118.4,14,3.3245509
8094,45231,6.2917,10,7.309090909090909,1.030467899891186,1780,3.149779735682819,34.04,-117.67,24,2.8753045
8095,45232,5.1386,34,6.281501340482574,1.0107238605898123,1166,2.7375886524822697,32.84,-117.24,23,2.9702978
8096,45233,6.6833,16,5.455172413793103,1.013793103448276,1151,2.413793103448276,33.64,-117.91,24,3.4828992
8097,45234,2.2234,44,3.703703703703704,1.0972222222222223,1246,3.033333333333333,33.94,-118.31,27,1.8050634
8098,45235,2.0227,26,5.594795539033457,1.0309278350515465,1755,3.4353562005277043,34.13,-117.32,8,0.98484915
8099,45236,4.6518,36,5.424418604651163,1.013677758318739,1506,3.29700272479564,33.95,-118.04,1,1.794582
8100,45237,6.065,26,6.515513126491647,0.9515513126491648,1031,3.174721189591078,33.71,-117.98,24,2.7290792
8101,45238,5.4662,8,5.496932515337424,0.9922680412371134,915,2.52233676975945,38.6,-121.36,5,1.9667089
8102,45239,6.8407,52,7.125,1.0731707317073171,788,2.951648351648352,37.71,-122.47,11,4.266674
8103,45240,3.3854,52,4.867158671586716,1.1029551954242136,1302,3.688034188034188,37.78,-122.46,11,2.247369
8104,45241,1.7292,19,4.183098591549296,1.0212765957446808,1222,2.309869375907112,37.6,-121.2,16,1.1248645
8105,45242,3.1455,4,4.466302367941712,1.0785340314136125,1486,3.653958944281525,34.1,-117.59,8,1.4044664
8106,45243,5.9897,40,6.314720812182741,1.0609137055837563,1176,2.836477987421384,34.16,-118.06,1,4.334055
8107,45244,2.9271,27,5.434782608695652,1.191304347826087,480,2.7010869565217392,33.61,-116.01,18,1.1265699
8108,45245,1.7348,17,4.212074303405573,1.0479846449136276,2208,2.8165876777251184,37.36,-121.85,26,1.0235229
8109,45246,5.4378,46,7.153277931671283,1.039301310043668,498,2.947882736156352,34.12,-118.1,1,3.6591218
8110,45247,6.2971,8,6.671232876712328,1.0383561643835617,2183,2.835616438356164,37.77,-121.97,20,3.0435905
8111,45248,4.5427,35,5.727793696275072,1.068649885583524,3771,2.312320916905444,38.43,-122.74,22,2.1804483
8112,45249,2.4419,15,3.695560253699789,1.0359116022099448,1787,3.1165644171779143,34.08,-117.19,8,1.4509076
8113,45250,3.6375,15,4.516913319238901,1.0269151138716357,1312,3.517903930131004,35.35,-119.01,9,0.8918949
8114,45251,6.4549,15,7.618556701030927,1.034901360544218,1557,2.922201138519924,32.92,-117.25,4,3.278366
8115,45252,3.9375,39,5.062937062937063,1.0,807,2.144781144781145,34.15,-117.29,8,1.4495622
8116,45253,6.2182,10,6.174479166666666,0.9708333333333332,665,2.75,32.81,-117.19,23,3.006706
8117,45254,3.6583,16,5.257093723129836,1.0465532676812892,2983,2.822834645669291,38.48,-122.66,22,1.9529213
8118,45255,3.0893,28,4.702331961591221,1.0448548812664908,1753,2.037567084078712,34.22,-119.03,12,2.317057
8119,45256,3.4583,19,5.907356948228883,1.09848167539267,1685,3.29171528588098,36.8,-121.69,15,1.7968575
8120,45257,2.5819,52,3.5,1.519911504424779,764,1.60427807486631,37.78,-122.41,11,2.9010134
8121,45258,2.9286,40,5.928571428571429,1.2,339,2.7214285714285715,40.39,-120.45,25,1.0634745
8122,45259,3.7891,18,6.914342629482071,1.0577689243027888,1541,3.0697211155378485,33.1,-117.29,4,1.5895659
8123,45260,1.6089,28,3.246575342465753,1.0365296803652968,1171,1.92340126493324,34.07,-118.25,27,1.8380263
8124,45261,2.8489,33,4.361046959199384,1.1374269005847952,1645,2.78003120124805,33.79,-118.16,1,1.9108164
8125,45262,3.9583,6,4.427038626609442,1.03862660944206,1513,3.595885132243698,34.05,-117.69,24,1.4033419
8126,45263,3.0491,20,4.682678311499272,1.0,1469,2.9544868035190675,33.89,-118.16,1,1.4533256
8127,45264,1.6354,30,3.9130434782608696,1.0217391304347827,1182,4.831782178217822,34.05,-118.2,1,1.1575295
8128,45265,3.2222,23,5.170568561872909,1.0397727272727273,1119,1.798181818181818,33.72,-117.87,24,1.9509116
8129,45266,5.1762,34,6.158878504672897,0.9961977186311788,1347,3.0090805902383657,36.79,-119.68,0,1.7349622
8130,45267,3.9643,21,4.443624868282402,1.0244399185336048,2110,1.905537459283388,38.0,-121.8,19,1.839516
8131,45268,2.9452,34,5.469267139479905,1.0781671159029649,779,3.188295165394402,36.34,-119.29,0,0.93291146
8132,45269,3.6563,4,4.052173913043478,1.073394495412844,607,1.5412880952380792,32.85,-117.27,23,3.2365932
8133,45270,5.0719,22,6.661710037174721,0.9900166389351082,1952,2.813380281690141,33.66,-117.95,24,2.62265
8134,45271,9.2175,18,7.873990306946688,1.033210332103321,4074,3.372681281618887,33.77,-118.38,27,4.9698935
8135,45272,5.6152,29,5.989510489510489,1.0031746031746032,1216,2.723776223776224,37.99,-122.09,19,2.4153812
8136,45273,1.8355,9,3.4215938303341904,1.2159383033419255,3136,2.951640759930916,34.02,-118.33,27,2.002806
8137,45274,3.5395,28,5.2288557213930345,1.08707182320442,2357,3.4309392265193392,34.08,-117.87,1,1.644753
8138,45275,5.9369,5,6.716019417475728,1.0784789644012944,3944,3.17096018735363,37.53,-121.98,20,2.8676858
8139,45276,2.1538,39,5.074747474747475,1.1428571428571428,773,2.95959595959596,37.75,-120.54,10,1.2026476
8140,45277,3.1551,15,4.492581602373887,1.0679785330948122,740,2.053156146179402,37.54,-122.26,2,2.2817702
8141,45278,3.5388,16,5.41743119266055,1.0207253886010363,1703,3.692779960707269,38.67,-120.98,5,1.2153746
8142,45279,5.5649,24,5.726495726495727,1.0963364197530865,952,2.6298342541436464,33.68,-117.97,24,2.6510165
8143,45280,3.796,14,5.6298076923076925,1.0240384615384617,2284,2.048076923076923,38.61,-121.27,5,1.7582381
8144,45281,2.9479,46,4.840611353711791,1.0152740341419586,1143,4.06113537117904,33.99,-118.2,1,1.3187741
8145,45282,4.6066,36,5.945205479452055,1.0756756756756756,1527,3.0310880829015545,34.08,-117.64,8,1.7494727
8146,45283,4.4453,43,5.764383561643836,1.063882063882064,1041,2.415584415584416,38.6,-121.48,5,1.8750169
8147,45284,4.0526,27,5.162079510703364,1.0122324159021407,1229,2.6873706004140785,33.88,-118.23,27,1.8768623
8148,45285,5.3439,15,6.136400986031225,0.9910179640718564,1336,3.0210643015521064,38.7,-121.3,5,1.6045241
8149,45286,4.6364,26,5.391379310344828,0.9827586206896552,1550,2.960689655172414,37.75,-122.43,11,2.382987
8150,45287,6.9261,8,6.687022900763359,1.0687397708674304,3754,2.471299093655589,34.06,-118.72,14,3.9151545
8151,45288,1.8446,13,5.035175879396985,0.9807280513918628,1657,3.86096256684492,36.32,-119.66,0,0.42629382
8152,45289,4.2083,37,5.5559701492537314,1.0943396226415094,723,2.2641509433962264,34.01,-118.45,27,3.7287493
8153,45290,3.3636,52,4.364085667215815,1.1181384248210025,1493,1.8819584171696848,37.76,-122.4,11,2.8239832
8154,45291,3.2818,22,5.6863636363636365,1.0272727272727271,1603,2.8345195729537367,32.71,-117.03,23,1.650023
8155,45292,2.7049,32,3.932330827067669,1.0,1718,4.860126582278481,33.98,-118.19,1,1.468104
8156,45293,1.7875,25,4.474004051316678,1.064039408866995,422,3.3678756476683938,36.75,-119.81,0,0.4497171
8157,45294,5.843,20,6.57057057057057,1.045045045045045,749,3.070570570570705,37.24,-121.91,26,2.7406185
8158,45295,5.1775,10,5.932835820895522,1.0944767441860466,2194,2.7174418604651165,37.67,-122.48,11,2.8774188
8159,45296,5.234,5,3.998073217726397,1.0385356454720616,954,1.838150289017341,34.06,-118.18,1,2.8935082
8160,45297,7.7108,4,6.610223642172524,1.174061433447099,1935,2.1944670463791702,37.48,-122.26,2,4.6084075
8161,45298,2.5179,42,3.697132616487455,1.09633608815427,894,2.014084507042253,34.0,-118.44,27,2.6440618
8162,45299,2.32019,16,5.097087378640777,1.0831168831168831,1227,2.460689655172415,37.97,-120.6,10,0.9152553
8163,45300,6.1408,24,7.287625418060201,1.0301003344481603,3188,3.124880838894185,34.07,-118.02,1,2.8728168
8164,45301,3.2813,32,4.981981981981982,1.054054054054054,1446,2.5,34.16,-118.41,14,2.8138573
8165,45302,1.1108,40,3.373529411764706,1.152941176470588,1282,2.794117647058824,34.14,-118.22,27,1.8874121
8166,45303,3.1136,12,5.151394422310757,1.0864440078585462,2334,1.8274706867671693,38.16,-122.59,22,1.7988212
8167,45304,2.1461,27,4.552504038772267,1.0145395799676895,1580,2.5525040387722133,33.77,-117.01,8,0.7870039
8168,45305,3.3608,7,5.075614366729679,1.1210762331838564,805,2.1760089686098656,34.04,-117.04,8,1.1795881
8169,45306,1.9028,43,4.5,1.152542372881356,397,2.1489795918367345,37.86,-122.29,11,1.5963149
8170,45307,10.7237,37,8.46484375,0.9921875,692,3.140625,32.84,-117.26,23,5.245862
8171,45308,2.6923,25,5.173400673400673,1.0994208494208495,1525,2.58029197080292,38.52,-121.5,5,1.055615
8172,45309,4.7266,21,4.775609756097561,1.0047258979206048,1666,2.4545454545454546,33.8,-117.96,24,1.7936323
8173,45310,3.6667,42,5.380116959064322,1.0309734513274336,494,2.9451476793248945,34.08,-118.4,27,3.157866
8174,45311,2.3859,15,3.7896995708154506,1.067331670838931,2133,3.536520584329349,33.79,-118.3,27,1.5414554
8175,45312,5.1674,8,4.797583081570995,1.1068580542264752,2585,1.9649122807017545,37.57,-122.35,2,3.9741793
8176,45313,3.0135,41,3.8138378378378377,1.010135135135136,2166,3.081081081081081,33.93,-118.04,1,1.6388063
8177,45314,6.1228,35,6.569451309935739,1.093681917211329,764,2.940944881889764,33.99,-118.43,27,3.4172873
8178,45315,1.7179,49,3.89247311827957,1.053763440860215,681,2.7745098039215685,34.06,-118.34,27,1.3073606
8179,45316,2.5262,29,5.506410256410256,1.0634920634920637,1278,2.7261904761904763,40.57,-122.35,13,0.8311818
8180,45317,3.3977,12,6.344827586206897,1.461139896373057,1589,3.053929476837981,34.17,-117.26,8,1.4957204
8181,45318,2.5556,43,4.279615795090715,1.0130548302872062,1638,2.7034700315457414,34.18,-118.37,14,2.06948
8182,45319,2.0278,18,4.826666666666667,1.048,1449,2.37,33.68,-116.95,8,0.9672589
8183,45320,3.8819,24,3.95820895522388,1.0,711,2.0652985074626864,37.56,-122.33,2,3.922042
8184,45321,2.9583,20,4.754065040650406,1.0405405405405406,3215,2.527972027972028,38.41,-122.7,22,1.8352704
8185,45322,3.5,15,5.175637393767706,1.027227722772277,1409,2.4959349593495936,38.48,-122.48,22,1.7200454
8186,45323,3.2917,30,5.408333333333333,1.0380952380952382,1388,3.723809523809524,34.02,-117.6,8,1.1706939
8187,45324,2.3783,30,2.4764795144157814,1.087237479270314,1427,2.7513966480446927,34.2,-118.48,14,1.681139
8188,45325,3.0882,23,4.722426470588236,1.0208333333333333,805,2.655511811023622,36.97,-122.04,26,2.5321558
8189,45326,3.0833,35,4.833333333333333,1.132936507936508,1085,3.2906172839506174,33.89,-118.0,1,1.826422
8190,45327,3.3239,17,5.664233576642336,1.0565110565110565,1506,2.490740740740741,40.45,-122.31,13,1.0181499
8191,45328,2.8447,25,4.6390532544378695,1.1029668411867364,1769,3.5058365758754864,33.12,-117.07,4,1.2753997
8192,45329,4.125,36,5.510028653295129,1.0507726269315674,1402,2.7198764160659112,37.69,-122.48,11,2.977459
8193,45330,1.9875,25,4.752830188679245,1.0579710144927537,861,2.651399491094148,38.52,-121.27,5,0.89257896
8194,45331,1.7054,36,3.284313725490196,0.7647058823529411,477,4.294117647058823,35.24,-119.01,9,0.3115812
8195,45332,2.8438,17,4.433806146572104,1.0612745098039216,1540,2.5,37.32,-121.98,26,2.514835
8196,45333,4.7208,40,5.568438003220612,1.0084889643463495,1197,1.9586776859504127,34.06,-118.37,27,3.7544181
8197,45334,4.7396,23,4.368876080691643,1.043343653250774,3057,2.7394888705688376,34.26,-118.3,14,2.631338
8198,45335,2.2991,19,5.288043478260869,1.1545893719806763,3012,3.390847711927982,36.77,-119.75,0,0.61566573
8199,45336,2.7986,36,3.8357963875205257,1.0977443609022557,1208,3.722556390977444,32.79,-117.2,23,1.3645425
8200,45337,2.1901,29,3.108527131782946,1.058139534883721,2032,3.1802325581395348,33.97,-118.19,1,1.5182565
8201,45338,2.3538,12,5.184729064039409,0.9813084112149532,2946,3.137026239067052,38.71,-121.29,5,1.1257292
8202,45339,5.0871,32,6.103626943005182,1.069086651053864,1251,2.9357798165137616,34.17,-118.44,14,2.7104878
8203,45340,1.8594,25,4.796341463414634,1.0670731707317074,893,2.695121951219512,40.79,-124.14,21,0.66291505
8204,45341,6.3191,3,8.123456790123457,1.1512820512820514,384,3.641025641025641,33.81,-117.19,8,2.2186344
8205,45342,1.3844,17,4.907788719785139,1.0644567219152854,4584,2.7762073027090697,33.93,-116.96,8,0.84723026
8206,45343,5.5875,26,7.358600583090379,1.025695931477516,2316,3.243961352657005,38.28,-121.28,16,2.220037
8207,45344,4.2396,25,4.607344632768362,1.008298755186722,1211,2.3054187192118225,34.11,-118.39,14,3.9921854
8208,45345,6.5945,32,6.687022900763359,0.9855725879170416,1673,2.9653579676674364,33.84,-118.37,27,3.5019083
8209,45346,2.5385,26,3.413572343149808,1.1072088724584104,2725,2.272922636103152,34.2,-118.38,14,2.3992982
8210,45347,4.0313,18,5.746153846153846,0.9769230769230768,1200,2.7222222222222223,33.22,-117.23,4,2.1816204
8211,45348,4.0874,22,3.732021196063588,1.001996007984032,2585,1.6896290688872069,37.83,-122.24,2,2.3195546
8212,45349,3.3304,15,5.906318082788671,1.1360347322720694,1580,2.741144414168937,36.83,-119.76,0,1.030521
8213,45350,2.1912,42,3.651515151515152,1.0865800865800863,686,3.8484848484848486,34.03,-118.24,27,1.2567985
8214,45351,3.1797,23,3.923753665689149,1.056695992179863,2296,2.51247165532879,37.61,-122.08,20,2.0400274
8215,45352,8.4045,13,13.885901162790695,2.851017441860465,784,2.0930232558139537,33.73,-116.33,18,4.451503
8216,45353,2.8631,19,3.431693989071038,1.071688942891859,1858,2.793741109530583,33.87,-118.12,1,2.0086987
8217,45354,2.1979,21,3.96375,1.0593406593406594,1665,3.223938223938224,37.28,-120.49,10,0.7304515
8218,45355,5.6512,44,5.990610328638498,1.0685840707964602,823,2.3364928909952605,34.0,-118.4,27,3.8061643
8219,45356,2.0043,17,5.936802973977695,1.066293585880327,1544,2.923339011925042,37.34,-120.46,10,0.9501481
8220,45357,2.0802,8,4.344969199178645,1.171919770773639,6664,1.4183168316831685,33.71,-118.08,24,1.4598391
8221,45358,3.3816,36,4.716906946264745,1.0150093808630394,2013,2.161259541984733,34.21,-118.38,14,2.2729523
8222,45359,2.6964,48,3.956291390728477,1.0191938579654511,1348,2.809383378016047,33.97,-118.34,27,1.8000106
8223,45360,2.9821,22,3.893175074183976,1.0562851782363978,1423,2.941649899396378,34.2,-118.46,14,2.59197
8224,45361,2.3125,22,4.878048780487805,1.063868613138686,2400,2.5420054200542004,38.55,-121.47,5,0.8488456
8225,45362,4.3227,38,5.144410622155048,1.0625933707037247,819,2.4742729306487696,34.29,-118.4,14,2.0949361
8226,45363,3.5488,24,3.717868338557994,1.1633237822349614,2302,1.6538849646821392,34.05,-118.33,27,3.4476542
8227,45364,3.1667,4,4.816326530612245,1.1104688503532434,1215,2.140655105973025,33.36,-117.24,4,2.1935244
8228,45365,2.2589,19,3.398190045248869,1.0716374269005848,2583,2.5901162790697674,33.9,-118.34,27,1.5718154
8229,45366,2.1903,19,2.651603498542274,1.0294550810014726,1715,1.3279887482419128,38.01,-121.8,19,1.661366
8230,45367,4.1563,9,5.61609907120743,1.1589825119082686,1177,2.31377245508981,32.76,-117.09,23,1.4747597
8231,45368,2.7388,16,4.725907384230233,1.038107752956636,7302,2.425956738768719,34.88,-117.05,28,1.1853138
8232,45369,2.9375,34,3.504843283178489,0.9652173913043478,549,1.7715803452855343,33.84,-118.17,1,2.3971133
8233,45370,2.0976,27,4.666666666666667,1.062962962962963,1462,2.337962962962963,40.2,-122.19,13,0.7243276
8234,45371,3.1908,30,4.280227360406092,1.1662921348314603,1233,1.92340126493324,34.11,-118.15,1,2.0569537
8235,45372,1.1795,33,4.327464788732394,1.145683453269663,1820,4.875379939209727,37.96,-121.21,16,0.72676873
8236,45373,1.9643,15,4.384615384615385,0.9855769230769232,766,2.6538461538461537,39.19,-121.54,3,0.86100674
8237,45374,1.9107,17,4.776699029126213,1.0305825242718447,602,2.2737864077669903,33.93,-117.56,8,1.4221743
8238,45375,6.58,17,7.837962962962963,1.0,818,2.642857142857143,38.3,-122.49,22,3.3306508
8239,45376,5.0102,25,6.028871391076115,0.9352331606217616,2045,3.062686567164179,33.91,-117.91,24,2.065617
8240,45377,2.5568,36,2.6564885496183206,1.0712328767123287,2798,2.5641025641025643,34.1,-118.3,27,1.994339
8241,45378,4.3542,32,5.671232876712328,0.9068493150684932,974,2.728767123287671,34.1,-117.91,1,2.3456156
8242,45379,4.5547,37,6.8773946360153255,1.091954022988506,783,2.983214285714286,33.82,-118.26,27,3.3175774
8243,45380,3.05,12,7.847457627118644,1.6016949152542372,1001,2.016949152542373,36.22,-119.08,9,1.278416
